feature_set,iteration,fold,class_label,precision,recall,f1
understand追加後 (excl3),iteration_1,avg_of_10folds,クラス0(FALSE),0.7767346482730114,0.6940217391304349,0.7303397855346975
understand追加後 (excl3),iteration_1,avg_of_10folds,クラス1(TRUE),0.7271567178171375,0.7983695652173914,0.7593443062369281
understand追加後 (excl3),iteration_2,avg_of_10folds,クラス0(FALSE),0.8156138452191083,0.7260869565217392,0.7649652736702718
understand追加後 (excl3),iteration_2,avg_of_10folds,クラス1(TRUE),0.7535104828538112,0.8273550724637682,0.7856420473869934
understand追加後 (excl3),iteration_3,avg_of_10folds,クラス0(FALSE),0.8252670213082112,0.7217391304347827,0.7660126267682793
understand追加後 (excl3),iteration_3,avg_of_10folds,クラス1(TRUE),0.754492286115007,0.8414855072463767,0.7931994112832156
understand追加後 (excl3),iteration_4,avg_of_10folds,クラス0(FALSE),0.8037190388469162,0.7157608695652173,0.7513959170614368
understand追加後 (excl3),iteration_4,avg_of_10folds,クラス1(TRUE),0.7526696247280956,0.8244565217391303,0.7834823836302094
understand追加後 (excl3),iteration_5,avg_of_10folds,クラス0(FALSE),0.8185987586503645,0.7432971014492753,0.7705832689662483
understand追加後 (excl3),iteration_5,avg_of_10folds,クラス1(TRUE),0.7656941953329421,0.8155797101449276,0.7831332764990054
understand追加後 (excl3),iteration_6,avg_of_10folds,クラス0(FALSE),0.7888037098294535,0.7117753623188406,0.742186548899633
understand追加後 (excl3),iteration_6,avg_of_10folds,クラス1(TRUE),0.7471514238449722,0.8059782608695653,0.771649962409664
understand追加後 (excl3),iteration_7,avg_of_10folds,クラス0(FALSE),0.7940541125541126,0.7204710144927535,0.7495490821498179
understand追加後 (excl3),iteration_7,avg_of_10folds,クラス1(TRUE),0.7517006483617737,0.8115942028985506,0.7775734130158223
understand追加後 (excl3),iteration_8,avg_of_10folds,クラス0(FALSE),0.7597932743584916,0.7422101449275362,0.7483904203197169
understand追加後 (excl3),iteration_8,avg_of_10folds,クラス1(TRUE),0.7579934340481171,0.7682971014492753,0.7606608058260409
understand追加後 (excl3),iteration_9,avg_of_10folds,クラス0(FALSE),0.805605910556442,0.7425724637681159,0.7696447803117767
understand追加後 (excl3),iteration_9,avg_of_10folds,クラス1(TRUE),0.7625993232607688,0.8153985507246377,0.7854829150427219
understand追加後 (excl3),iteration_10,avg_of_10folds,クラス0(FALSE),0.8167748455460127,0.7289855072463768,0.7681531379543045
understand追加後 (excl3),iteration_10,avg_of_10folds,クラス1(TRUE),0.7595047226081709,0.8365942028985508,0.7945124835525976
understand追加後 (excl3),final_average,-,クラス0(FALSE),0.8004965165142124,0.7246920289855073,0.7561220841636183
understand追加後 (excl3),final_average,-,クラス1(TRUE),0.7532472858970797,0.8145108695652175,0.7794681004883198
understand追加後 (merge3_4),iteration_1,avg_of_10folds,クラス0(FALSE),0.786003158531272,0.7288043478260869,0.7498923110655931
understand追加後 (merge3_4),iteration_1,avg_of_10folds,クラス1(TRUE),0.7556579914338535,0.7934782608695652,0.7680744922082308
understand追加後 (merge3_4),iteration_2,avg_of_10folds,クラス0(FALSE),0.8070143377509107,0.7425724637681159,0.7704391314454748
understand追加後 (merge3_4),iteration_2,avg_of_10folds,クラス1(TRUE),0.7613947445469185,0.8143115942028987,0.7851006269914688
understand追加後 (merge3_4),iteration_3,avg_of_10folds,クラス0(FALSE),0.8108467908902691,0.7297101449275362,0.7656791136063127
understand追加後 (merge3_4),iteration_3,avg_of_10folds,クラス1(TRUE),0.7541885115040795,0.8240942028985507,0.7860028098195799
understand追加後 (merge3_4),iteration_4,avg_of_10folds,クラス0(FALSE),0.8253797481291087,0.7347826086956522,0.7742330746486741
understand追加後 (merge3_4),iteration_4,avg_of_10folds,クラス1(TRUE),0.7639476006807341,0.8413043478260869,0.7984309634531584
understand追加後 (merge3_4),iteration_5,avg_of_10folds,クラス0(FALSE),0.8401471191347353,0.7507246376811595,0.7904530888870325
understand追加後 (merge3_4),iteration_5,avg_of_10folds,クラス1(TRUE),0.7774549186445738,0.8545289855072463,0.8124278176082216
understand追加後 (merge3_4),iteration_6,avg_of_10folds,クラス0(FALSE),0.8127642971064024,0.7539855072463768,0.7798262399891117
understand追加後 (merge3_4),iteration_6,avg_of_10folds,クラス1(TRUE),0.7785809632646215,0.8278985507246377,0.8006876343248661
understand追加後 (merge3_4),iteration_7,avg_of_10folds,クラス0(FALSE),0.8064480926734932,0.7469202898550724,0.7719869517068708
understand追加後 (merge3_4),iteration_7,avg_of_10folds,クラス1(TRUE),0.7721216453746242,0.819927536231884,0.7921831689197417
understand追加後 (merge3_4),iteration_8,avg_of_10folds,クラス0(FALSE),0.7841157322209954,0.7255434782608694,0.7475901262039579
understand追加後 (merge3_4),iteration_8,avg_of_10folds,クラス1(TRUE),0.7467270265965917,0.7893115942028985,0.7634612752627772
understand追加後 (merge3_4),iteration_9,avg_of_10folds,クラス0(FALSE),0.8434834368530021,0.7588768115942028,0.7973038794559499
understand追加後 (merge3_4),iteration_9,avg_of_10folds,クラス1(TRUE),0.7836368268857024,0.8581521739130435,0.8181282220252003
understand追加後 (merge3_4),iteration_10,avg_of_10folds,クラス0(FALSE),0.8092600501032996,0.751449275362319,0.7746316440341621
understand追加後 (merge3_4),iteration_10,avg_of_10folds,クラス1(TRUE),0.7668553924310256,0.8114130434782609,0.784892184764994
understand追加後 (merge3_4),final_average,-,クラス0(FALSE),0.8125462763393487,0.742336956521739,0.772203556104314
understand追加後 (merge3_4),final_average,-,クラス1(TRUE),0.7660565621362725,0.8234420289855073,0.7909389195378238
